B1,B2,B3,B4,B5,B6,B7,B10,Random_Forest_Prediction
0.0234925,0.03820499999999999,0.07796999999999998,0.07197500000000001,0.3267625,0.17015000000000002,0.10145500000000002,305.25136627999996,0.6976236582519739
0.0293775,0.043072499999999986,0.08355249999999997,0.08511999999999997,0.30968500000000004,0.17149750000000002,0.11031000000000002,305.68545482,0.6554588011837789
0.029047500000000004,0.043952500000000005,0.08377249999999997,0.08423999999999998,0.32126250000000006,0.17081000000000002,0.11152000000000001,305.99991266,0.6688899782204225
0.026489999999999986,0.041669999999999985,0.08352500000000002,0.07791500000000001,0.37474999999999997,0.1776025,0.10569,308.09515892,0.7266200712327797
0.017607499999999998,0.03182499999999999,0.07268999999999998,0.06435750000000001,0.33204249999999996,0.16432000000000002,0.09320499999999998,306.16397761999997,0.6223291154983326
0.032539999999999986,0.04727999999999999,0.08206750000000002,0.09697250000000002,0.21722999999999998,0.14407999999999999,0.10098750000000001,307.26116204,0.4630474411057685
0.032704999999999984,0.047609999999999986,0.08083000000000001,0.0982925,0.188355,0.13742500000000002,0.10291250000000002,308.03705258,0.3782757538067795
0.032594999999999985,0.047087500000000004,0.08096750000000003,0.09521249999999998,0.21472750000000002,0.1503775,0.10525000000000001,309.89645545999997,0.44979422360163906
0.0328425,0.046729999999999994,0.08465250000000002,0.09152749999999998,0.276905,0.16748249999999998,0.10868749999999999,310.05710239999996,0.5984871247834503
0.029514999999999986,0.04274249999999999,0.08514749999999999,0.08030749999999998,0.36724249999999997,0.183185,0.10461749999999997,309.48971108,0.7444100775144753
0.019037499999999985,0.031962500000000005,0.07312999999999997,0.06273499999999999,0.3428775,0.16151500000000002,0.08929999999999999,306.75187705999997,0.6557373450247895
0.032704999999999984,0.04722499999999999,0.08143499999999998,0.09721999999999997,0.201225,0.13572,0.10041,307.93109396,0.4463261541211725
0.031852500000000006,0.0472525,0.07882250000000002,0.09554249999999997,0.18059999999999998,0.1293125,0.09969499999999998,308.95308194,0.387261435361701
0.033915,0.0474175,0.07827250000000002,0.09474500000000002,0.18037999999999998,0.128405,0.09980499999999998,310.09470062,0.39868103698741003
0.0354275,0.049315,0.08052749999999997,0.097165,0.1876675,0.13517,0.10508499999999998,310.21774933999995,0.3880441027375906
0.034519999999999995,0.04956250000000001,0.08432250000000002,0.09534999999999999,0.2509175,0.16913250000000002,0.11853249999999999,309.31881008,0.5899722449549081
0.028827500000000006,0.042385000000000006,0.08489999999999998,0.07750249999999997,0.37543750000000004,0.1843125,0.103435,308.12933912,0.749722132790819
0.023739999999999983,0.037077499999999985,0.07552249999999999,0.07208500000000001,0.30762249999999997,0.15983750000000002,0.09378249999999999,307.4594072,0.6186391432552464
0.03174250000000001,0.0475825,0.08061000000000001,0.096835,0.1897025,0.13340999999999997,0.10170249999999997,308.87104946,0.3757527578476437
0.031275,0.04618,0.0783275,0.09493750000000001,0.1790875,0.13011,0.10057500000000003,310.10153665999997,0.38887956606811275
0.0322925,0.04648250000000001,0.07783249999999997,0.0957075,0.17864750000000001,0.12950499999999998,0.10090500000000002,311.32518782,0.38939939945561924
0.03394249999999999,0.0479125,0.07846500000000001,0.09658749999999999,0.17881249999999999,0.12802000000000002,0.09947499999999998,311.46190862000003,0.39101492018024014
0.0352625,0.04945250000000001,0.07997749999999998,0.096615,0.189125,0.13704,0.10497499999999998,310.7236163,0.3874149411127558
0.033062499999999995,0.047664999999999985,0.084515,0.08957500000000002,0.293405,0.17465999999999998,0.11561749999999998,309.60250573999997,0.6416158321190095
0.030725000000000002,0.0448325,0.08701750000000003,0.0783275,0.3813775,0.18552249999999998,0.10654249999999998,308.81294312,0.767079165900614
0.02901999999999999,0.04263249999999999,0.07818999999999998,0.08545000000000003,0.25507,0.15639999999999998,0.09997,308.12933912,0.5190586615530816
0.032539999999999986,0.04700499999999999,0.07959250000000001,0.097715,0.18362499999999998,0.13151249999999998,0.10071249999999998,309.70162832,0.38047738940136827
0.031604999999999994,0.045685,0.07783249999999997,0.09664250000000002,0.17881249999999999,0.13038499999999997,0.10052,311.0483282,0.3894387405598036
0.031797500000000006,0.046015,0.07794250000000003,0.097275,0.17851,0.13005499999999998,0.10101500000000002,312.22412708,0.3878773863893901
0.0327875,0.046564999999999995,0.0778875,0.096835,0.177025,0.1290925,0.10052,312.27197936,0.3913912639411952
0.0352075,0.048242499999999994,0.07915250000000001,0.09815499999999999,0.17785,0.1301925,0.1020875,311.72509616,0.3892222516616256
0.03647249999999999,0.049287499999999984,0.08173750000000002,0.10137249999999998,0.1942125,0.13879999999999998,0.10885250000000002,311.1337787,0.3945690542182537
0.03672,0.05025000000000002,0.08443250000000002,0.102885,0.22174,0.15213749999999998,0.11454500000000001,310.58689549999997,0.47452937632124276
0.035509999999999986,0.04991999999999999,0.08578000000000002,0.10115249999999998,0.23769,0.1600025,0.1138575,310.40915845999996,0.560599884032234
0.03501499999999999,0.049095,0.08492749999999999,0.09680749999999999,0.24453750000000002,0.17174499999999998,0.11779,310.15964299999996,0.5975695868938231
0.03836999999999999,0.05294500000000002,0.08886,0.10010750000000002,0.24959750000000003,0.17697000000000002,0.1294225,309.74948059999997,0.5483804563068474
0.02390500000000001,0.03617000000000001,0.0742025,0.07005,0.315625,0.16467749999999998,0.0962575,307.58587394,0.6316605325767363
0.033420000000000005,0.04675750000000001,0.079455,0.09392,0.21128999999999998,0.1470225,0.10203250000000003,308.83345124,0.46494876039682365
0.03394249999999999,0.04681250000000001,0.07898749999999999,0.096945,0.17961,0.1313475,0.10093249999999998,310.36472419999996,0.39128198917084933
0.032897499999999996,0.04670250000000001,0.07887749999999999,0.09691749999999999,0.1768325,0.13071500000000003,0.10159249999999997,311.7832025,0.3899050431426744
0.03394249999999999,0.0474725,0.079015,0.0981825,0.1769425,0.1305775,0.10137249999999998,312.82228058,0.3999914485147926
0.03322749999999999,0.04694999999999999,0.07846500000000001,0.097275,0.17710750000000003,0.13126500000000002,0.10249999999999998,312.723158,0.38922848561554824
0.0355375,0.049892500000000006,0.08074749999999997,0.09911750000000003,0.17906,0.1327775,0.10357250000000001,312.56592908,0.3877123563171602
0.03781999999999999,0.05069000000000001,0.08201249999999999,0.10167500000000002,0.1804075,0.13605,0.10552499999999998,312.44288036,0.37779567148535875
0.038699999999999984,0.05187249999999999,0.08335999999999999,0.103435,0.182085,0.13888250000000002,0.10777999999999999,312.15918469999997,0.3579149991306741
0.040404999999999996,0.05382500000000001,0.08589000000000002,0.1046725,0.19022499999999998,0.13811250000000003,0.109045,312.0224639,0.40524388463967564
0.03781999999999999,0.051460000000000006,0.08283750000000001,0.1013175,0.1900325,0.1427875,0.11369249999999997,311.77636645999996,0.3712087650624115
0.03787499999999999,0.05096499999999998,0.08432250000000002,0.10032750000000001,0.20669749999999998,0.14804,0.11443500000000001,311.02782007999997,0.4759592278015348
0.02687500000000001,0.039745,0.07697999999999999,0.078795,0.2920025,0.16599750000000002,0.10464499999999999,308.52241142,0.6626895692662986
0.036445000000000005,0.049177499999999985,0.07928999999999997,0.09766000000000002,0.18651250000000003,0.13665500000000003,0.10112500000000002,309.84518516,0.3907959136709524
0.033805,0.04716999999999999,0.07708999999999999,0.09639500000000001,0.17757499999999998,0.12956,0.10054750000000001,311.22264722,0.39577323450422097
0.03355749999999999,0.0464,0.07618249999999999,0.09455249999999998,0.17394500000000002,0.128955,0.10096,312.50440472,0.40657542680676156
0.03386,0.0475275,0.07774999999999999,0.09744000000000003,0.17598000000000003,0.12912,0.10079500000000002,313.09230416,0.4023462124872908
0.03460250000000001,0.0474725,0.07829999999999998,0.09658749999999999,0.1801875,0.1338225,0.10340749999999999,313.27687724,0.4032675563599586
0.03606000000000001,0.05008499999999999,0.0804725,0.0993925,0.17966500000000002,0.132805,0.10368250000000001,313.17091862,0.3841473035145922
0.03781999999999999,0.05107499999999998,0.08231499999999997,0.10222500000000001,0.182525,0.1363525,0.10582750000000002,312.93849326,0.37220880823594715
0.0382875,0.05236750000000001,0.08377249999999997,0.1044525,0.1851375,0.13715,0.1071475,312.76759226,0.3800744305523491
0.03897500000000001,0.053027500000000005,0.08536749999999999,0.10492000000000001,0.186815,0.13756249999999998,0.10717500000000002,312.54542096,0.38229495691598714
0.036445000000000005,0.050470000000000015,0.0838275,0.10244500000000001,0.18920750000000003,0.145235,0.11275750000000001,312.2788154,0.3757862725425048
0.035922499999999996,0.04986499999999999,0.0827,0.0985125,0.20400250000000003,0.1449875,0.11198750000000002,311.80371062,0.4576600292976431
0.0296525,0.041504999999999986,0.07665,0.08077499999999999,0.285705,0.15538249999999998,0.10189500000000001,309.17183522,0.6506193592133019
0.03694,0.049205,0.07895999999999997,0.0982925,0.18134250000000002,0.1301925,0.10041,310.41257648,0.3841148902472743
0.03298000000000001,0.04727999999999999,0.07772249999999997,0.09719250000000001,0.17697000000000002,0.13016499999999998,0.10172999999999999,311.66698982,0.3953585782087464
0.034162499999999985,0.04637250000000001,0.07719999999999999,0.09669749999999999,0.1750175,0.12947750000000002,0.10148249999999998,312.8256986,0.40634051343170846
0.03443750000000001,0.04794000000000001,0.07887749999999999,0.09878749999999997,0.17708000000000002,0.1301925,0.10244500000000001,313.39308991999997,0.39494893006902204
0.034135,0.0475825,0.078905,0.09859499999999999,0.17862,0.1336025,0.1046725,313.63235132,0.4008435655990672
0.03539999999999999,0.04945250000000001,0.0805825,0.10115249999999998,0.1801875,0.13307999999999998,0.10547000000000001,313.60500716,0.39464785254131707
0.034629999999999994,0.04945250000000001,0.08094000000000001,0.10285749999999999,0.18216749999999998,0.13541750000000002,0.10668,313.49904854,0.38617560694205316
0.0352625,0.049232499999999985,0.08168249999999999,0.10271999999999998,0.18346,0.13621499999999997,0.10637750000000001,313.4580323,0.3779935159060917
0.03683,0.0506625,0.08217750000000001,0.1017575,0.1835425,0.13599499999999998,0.10668,313.37258180000003,0.3752042730899725
0.03680249999999999,0.0508825,0.08357999999999999,0.10227999999999998,0.1904725,0.14608749999999998,0.11281249999999998,313.15724653999996,0.38263669161260677
0.0324025,0.04430999999999999,0.07802500000000001,0.08712750000000002,0.2629075,0.151065,0.10244500000000001,309.83151308000004,0.6114332955320047
0.03751750000000001,0.04961750000000001,0.07940000000000003,0.10008,0.180435,0.1309075,0.1013175,310.96629572,0.3849753128920337
0.03432750000000001,0.0471975,0.07719999999999999,0.09686250000000002,0.17644749999999998,0.12890000000000001,0.10049249999999998,312.04980806000003,0.4068300935777761
0.034245,0.047087500000000004,0.0771175,0.096945,0.175705,0.12824000000000002,0.10076750000000001,313.02736178,0.403508873489624
0.03512499999999999,0.04805000000000001,0.07846500000000001,0.09752250000000001,0.17917,0.13082500000000002,0.1015375,313.47170438,0.392037073872277
0.035454999999999987,0.04871,0.079235,0.09892499999999999,0.180325,0.1349225,0.10426000000000002,313.69387568,0.3885894648050436
0.035454999999999987,0.049205,0.08044499999999999,0.10115249999999998,0.17892249999999998,0.13528,0.10582750000000002,313.7143838,0.3872893926520915
0.03471250000000001,0.049122499999999986,0.08061000000000001,0.1012075,0.180655,0.13712249999999998,0.10764249999999997,313.67678558,0.38829994276640906
0.034245,0.04926,0.08085750000000003,0.1019775,0.18227749999999998,0.1371775,0.10810999999999998,313.68703963999997,0.3868308125533386
0.0353175,0.04904,0.0814625,0.103105,0.18472500000000003,0.1388275,0.109265,313.64260537999996,0.3944529960100817
0.03501499999999999,0.04871,0.08206750000000002,0.10159249999999997,0.18885000000000002,0.14190750000000002,0.11055749999999998,313.4922125,0.377783294590908
0.033530000000000004,0.04480500000000001,0.07785999999999998,0.09249000000000002,0.24343750000000003,0.15502500000000002,0.10984250000000001,310.29294577999997,0.5640308655774116
0.035729999999999984,0.048077499999999995,0.07865749999999999,0.09260000000000002,0.22174,0.1515875,0.10483749999999997,310.65867391999996,0.47054713765543427
0.036967499999999986,0.04978250000000001,0.07920749999999999,0.09887000000000001,0.17642000000000002,0.13305250000000002,0.10304999999999997,311.5610312,0.3936220537067041
0.034217499999999984,0.04744499999999999,0.07780500000000001,0.097605,0.1733675,0.13159500000000002,0.10247250000000002,312.45313441999997,0.41643782769954957
0.0351525,0.047774999999999984,0.07827250000000002,0.09788000000000002,0.17411,0.13088,0.10285749999999999,313.20168079999996,0.411199199851403
0.034519999999999995,0.04727999999999999,0.07824500000000001,0.09815499999999999,0.17980249999999998,0.13162249999999998,0.103325,314.17239847999997,0.4025575275348825
0.035977499999999996,0.048985,0.07997749999999998,0.10068500000000002,0.18181000000000003,0.1338225,0.10470000000000002,314.34671749999995,0.3870057731160502
0.035784999999999983,0.048985,0.08028000000000002,0.1014275,0.18123250000000002,0.13453749999999998,0.10552499999999998,314.36722562,0.38600496268917356
0.0351525,0.04799500000000001,0.07942749999999998,0.10112500000000002,0.18021500000000001,0.1349225,0.10602,314.40824186,0.3944011025140179
0.03484999999999999,0.048242499999999994,0.0804725,0.10150999999999999,0.18238749999999998,0.13607750000000002,0.10657,314.41165988,0.384144503447244
0.03628000000000001,0.049479999999999996,0.0827,0.10373749999999998,0.188025,0.14427250000000003,0.11267500000000003,314.37406166,0.3765428628265094
0.03490499999999999,0.04901249999999999,0.08204,0.10090500000000002,0.189235,0.13968000000000003,0.108715,314.26810304,0.38565033485955086
0.036335000000000006,0.048765,0.08237,0.09284749999999997,0.2735225,0.1706725,0.12048500000000001,311.82421874,0.6160719203049674
0.0354275,0.048022499999999996,0.079235,0.0923525,0.2538875,0.1559875,0.11055749999999998,311.93359538,0.5746422549470555
0.03438250000000001,0.046564999999999995,0.07659500000000002,0.09240749999999998,0.23067749999999998,0.1404225,0.10431499999999999,312.73341206,0.5406566211791912
0.03314500000000001,0.04554749999999999,0.07689750000000001,0.0931225,0.216845,0.13563750000000002,0.102995,313.4238521,0.4599776678935105
0.034217499999999984,0.0472525,0.07763999999999999,0.09543249999999998,0.20262750000000002,0.13329999999999997,0.10269250000000002,313.90579291999995,0.4493147401424701
0.033585000000000004,0.0473075,0.0783275,0.09854000000000002,0.1849175,0.13588499999999998,0.10514000000000001,314.20657868,0.4022340250734952
0.034684999999999994,0.04871,0.07984000000000002,0.10098750000000001,0.1781525,0.13396000000000002,0.1050025,314.32279136,0.3917804049049576
0.0355925,0.04868249999999999,0.08061000000000001,0.10156500000000002,0.17774,0.13629750000000002,0.10679,314.35355354,0.38582919062926907
0.03490499999999999,0.04868249999999999,0.0801425,0.10203250000000003,0.1795275,0.13745249999999998,0.10808250000000003,314.37747967999996,0.38854485799324767
0.03589500000000001,0.04939750000000001,0.08030749999999998,0.1025275,0.1822225,0.1386075,0.108935,314.35355354,0.37994653440041154
0.037022499999999986,0.05102000000000001,0.08399250000000003,0.10607499999999997,0.19006,0.14952500000000002,0.11787249999999999,314.2954472,0.36984818649547063
0.03484999999999999,0.04879249999999999,0.08157249999999999,0.10172999999999999,0.18577,0.138855,0.109155,314.17923452,0.3911499744825949
0.030395000000000005,0.041614999999999985,0.07472499999999999,0.09015250000000002,0.22305999999999998,0.14908500000000002,0.10508499999999998,313.73830994,0.45546997701869996
0.030752499999999988,0.042495000000000005,0.07601750000000002,0.09006999999999998,0.2405775,0.15593249999999997,0.10701,314.00833352,0.5431894327468796
0.03476750000000001,0.046619999999999995,0.08313999999999999,0.09677999999999998,0.24981750000000003,0.16168,0.11669000000000002,314.20999670000003,0.5878684987581553
0.03372249999999999,0.04629,0.07904250000000002,0.09284749999999997,0.2348575,0.150295,0.10794500000000001,314.31595532,0.550769342872848
0.03617000000000001,0.048435000000000006,0.079565,0.09788000000000002,0.21373750000000002,0.1425675,0.10838500000000001,314.36038958,0.45630787417545077
0.036665,0.049534999999999996,0.079675,0.10074,0.19718249999999998,0.13970749999999998,0.10827500000000001,314.39115175999996,0.4280561655730988
0.03897500000000001,0.05132249999999999,0.08173750000000002,0.10335250000000001,0.19346999999999998,0.138085,0.1084675,314.3638076,0.4053928360356116
0.03944249999999999,0.05245,0.08434999999999998,0.10717500000000002,0.19291999999999998,0.14947,0.11911,314.2954472,0.37900832065017503
0.034245,0.046015,0.07909749999999999,0.097715,0.21910000000000002,0.15337499999999998,0.1114925,314.27152106,0.46355438564121604
0.036390000000000006,0.04694999999999999,0.08140750000000002,0.09878749999999997,0.2265525,0.15862749999999998,0.1141875,314.28861115999996,0.545968528192472
0.03738,0.04851749999999999,0.08209499999999997,0.09955750000000002,0.22696500000000003,0.16971000000000003,0.12224499999999999,314.26810304,0.5409048266145401
